#Format: HPO-ID<tab>HPO-Name<tab>Gene-ID<tab>Gene-Name
HP:0000878	11 pairs of ribs	126792	B3GALT6
HP:0010987	Abnormality of cellular immune system	9184	BUB3
HP:0010987	Abnormality of cellular immune system	23534	TNPO3
HP:0011442	Abnormality of central motor function	10300	KATNB1
HP:0011442	Abnormality of central motor function	2189	FANCG
HP:0011442	Abnormality of central motor function	6295	SAG
HP:0011442	Abnormality of central motor function	55532	SLC30A10
HP:0011442	Abnormality of central motor function	4361	MRE11
HP:0011442	Abnormality of central motor function	10518	CIB2
HP:0011442	Abnormality of central motor function	288	ANK3
HP:0011442	Abnormality of central motor function	80208	SPG11
HP:0011442	Abnormality of central motor function	57697	FANCM
HP:0011442	Abnormality of central motor function	10617	STAMBP
HP:0011442	Abnormality of central motor function	6531	SLC6A3
HP:0011442	Abnormality of central motor function	410	ARSA
HP:0011442	Abnormality of central motor function	6575	SLC20A2
HP:0011442	Abnormality of central motor function	445	ASS1
HP:0011442	Abnormality of central motor function	4594	MUT
HP:0011442	Abnormality of central motor function	2566	GABRG2
HP:0011442	Abnormality of central motor function	6687	SPG7
HP:0011442	Abnormality of central motor function	613	BCR
HP:0011442	Abnormality of central motor function	4729	NDUFV2
HP:0011442	Abnormality of central motor function	27286	SRPX2
HP:0011442	Abnormality of central motor function	8913	CACNA1G
HP:0011442	Abnormality of central motor function	64218	SEMA4A
HP:0011442	Abnormality of central motor function	283489	CHAMP1
HP:0011442	Abnormality of central motor function	9150	CTDP1
HP:0011442	Abnormality of central motor function	5119	CHMP1A
HP:0011442	Abnormality of central motor function	5130	PCYT1A
HP:0011442	Abnormality of central motor function	5148	PDE6G
HP:0011442	Abnormality of central motor function	1130	LYST
HP:0011442	Abnormality of central motor function	5230	PGK1
HP:0011442	Abnormality of central motor function	1181	CLCN2
HP:0011442	Abnormality of central motor function	7443	VRK1
HP:0011442	Abnormality of central motor function	9526	MPDU1
HP:0011442	Abnormality of central motor function	25913	POT1
HP:0011442	Abnormality of central motor function	25939	SAMHD1
HP:0011442	Abnormality of central motor function	7681	MKRN3
HP:0011442	Abnormality of central motor function	54820	NDE1
HP:0011442	Abnormality of central motor function	56922	MCCC1
HP:0011442	Abnormality of central motor function	5723	PSPH
HP:0011442	Abnormality of central motor function	124590	USH1G
HP:0011442	Abnormality of central motor function	3798	KIF5A
HP:0011442	Abnormality of central motor function	79600	TCTN1
HP:0011442	Abnormality of central motor function	7957	EPM2A
HP:0011442	Abnormality of central motor function	1861	TOR1A
HP:0011442	Abnormality of central motor function	126792	B3GALT6
HP:0011442	Abnormality of central motor function	10084	PQBP1
HP:0011442	Abnormality of central motor function	55180	LINS1
HP:0011442	Abnormality of central motor function	346007	EYS
HP:0011442	Abnormality of central motor function	255928	SYT14
HP:0011442	Abnormality of central motor function	2006	ELN
HP:0030178	Abnormality of central nervous system electrophysiology	2566	GABRG2
HP:0030178	Abnormality of central nervous system electrophysiology	1917	EEF1A2
HP:0011422	Abnormality of chloride homeostasis	8452	CUL3
HP:0003107	Abnormality of cholesterol metabolism	5506	PPP1R3A
HP:0003107	Abnormality of cholesterol metabolism	80270	HSD3B7
HP:0003107	Abnormality of cholesterol metabolism	4023	LPL
HP:0003107	Abnormality of cholesterol metabolism	51128	SAR1B
HP:0003107	Abnormality of cholesterol metabolism	10682	EBP
HP:0003107	Abnormality of cholesterol metabolism	3949	LDLR
HP:0003220	Abnormality of chromosome stability	2189	FANCG
HP:0003220	Abnormality of chromosome stability	57697	FANCM
HP:0011043	Abnormality of circulating adrenocorticotropin level	2778	GNAS
HP:0011043	Abnormality of circulating adrenocorticotropin level	56246	MRAP
HP:0011731	Abnormality of circulating cortisol level	2778	GNAS
HP:0011731	Abnormality of circulating cortisol level	56246	MRAP
HP:0011021	Abnormality of circulating enzyme level	1605	DAG1
HP:0011021	Abnormality of circulating enzyme level	2683	B4GALT1
HP:0011021	Abnormality of circulating enzyme level	6443	SGCB
HP:0011021	Abnormality of circulating enzyme level	3908	LAMA2
HP:0011021	Abnormality of circulating enzyme level	2006	ELN
HP:0011021	Abnormality of circulating enzyme level	4607	MYBPC3
HP:0012111	Abnormality of circulating glucocorticoid level	2778	GNAS
HP:0012111	Abnormality of circulating glucocorticoid level	56246	MRAP
HP:0003117	Abnormality of circulating hormone level	7681	MKRN3
HP:0003117	Abnormality of circulating hormone level	5148	PDE6G
HP:0003117	Abnormality of circulating hormone level	6736	SRY
HP:0003117	Abnormality of circulating hormone level	6295	SAG
HP:0003117	Abnormality of circulating hormone level	2778	GNAS
HP:0003117	Abnormality of circulating hormone level	64218	SEMA4A
HP:0003117	Abnormality of circulating hormone level	5506	PPP1R3A
HP:0003117	Abnormality of circulating hormone level	346007	EYS
HP:0003117	Abnormality of circulating hormone level	56246	MRAP
HP:0003117	Abnormality of circulating hormone level	9150	CTDP1
HP:0010876	Abnormality of circulating protein level	1605	DAG1
HP:0010876	Abnormality of circulating protein level	2683	B4GALT1
HP:0010876	Abnormality of circulating protein level	6443	SGCB
HP:0010876	Abnormality of circulating protein level	3908	LAMA2
HP:0010876	Abnormality of circulating protein level	7018	TF
HP:0010876	Abnormality of circulating protein level	9652	TTC37
HP:0010876	Abnormality of circulating protein level	51128	SAR1B
HP:0010876	Abnormality of circulating protein level	2006	ELN
HP:0010876	Abnormality of circulating protein level	23534	TNPO3
HP:0010876	Abnormality of circulating protein level	4607	MYBPC3
HP:0001928	Abnormality of coagulation	9526	MPDU1
HP:0001928	Abnormality of coagulation	1130	LYST
HP:0001928	Abnormality of coagulation	2683	B4GALT1
HP:0001928	Abnormality of coagulation	80270	HSD3B7
HP:0001928	Abnormality of coagulation	23522	KAT6B
HP:0000551	Abnormality of color vision	5130	PCYT1A
HP:0000551	Abnormality of color vision	64218	SEMA4A
HP:0005339	Abnormality of complement system	3426	CFI
HP:0005339	Abnormality of complement system	730	C7
HP:0003549	Abnormality of connective tissue	112752	IFT43
HP:0003549	Abnormality of connective tissue	8318	CDC45
HP:0003549	Abnormality of connective tissue	2189	FANCG
HP:0003549	Abnormality of connective tissue	57492	ARID1B
HP:0003549	Abnormality of connective tissue	6295	SAG
HP:0003549	Abnormality of connective tissue	10516	FBLN5
HP:0003549	Abnormality of connective tissue	10518	CIB2
HP:0003549	Abnormality of connective tissue	80208	SPG11
HP:0003549	Abnormality of connective tissue	57697	FANCM
HP:0003549	Abnormality of connective tissue	10682	EBP
HP:0003549	Abnormality of connective tissue	4607	MYBPC3
HP:0003549	Abnormality of connective tissue	613	BCR
HP:0003549	Abnormality of connective tissue	2778	GNAS
HP:0003549	Abnormality of connective tissue	64218	SEMA4A
HP:0003549	Abnormality of connective tissue	2799	GNS
HP:0003549	Abnormality of connective tissue	6899	TBX1
HP:0003549	Abnormality of connective tissue	9150	CTDP1
HP:0003549	Abnormality of connective tissue	56262	LRRC8A
HP:0003549	Abnormality of connective tissue	23522	KAT6B
HP:0003549	Abnormality of connective tissue	5119	CHMP1A
HP:0003549	Abnormality of connective tissue	5148	PDE6G
HP:0003549	Abnormality of connective tissue	1123	CHN1
HP:0003549	Abnormality of connective tissue	9321	TRIP11
HP:0003549	Abnormality of connective tissue	9361	LONP1
HP:0003549	Abnormality of connective tissue	7443	VRK1
HP:0003549	Abnormality of connective tissue	9526	MPDU1
HP:0003549	Abnormality of connective tissue	7486	WRN
HP:0003549	Abnormality of connective tissue	25939	SAMHD1
HP:0003549	Abnormality of connective tissue	100128927	ZBTB42
HP:0003549	Abnormality of connective tissue	5506	PPP1R3A
HP:0003549	Abnormality of connective tissue	1536	CYBB
HP:0003549	Abnormality of connective tissue	54820	NDE1
HP:0003549	Abnormality of connective tissue	1605	DAG1
HP:0003549	Abnormality of connective tissue	118429	ANTXR2
HP:0003549	Abnormality of connective tissue	124590	USH1G
HP:0003549	Abnormality of connective tissue	83737	ITCH
HP:0003549	Abnormality of connective tissue	5932	RBBP8
HP:0003549	Abnormality of connective tissue	3908	LAMA2
HP:0003549	Abnormality of connective tissue	126792	B3GALT6
HP:0003549	Abnormality of connective tissue	10084	PQBP1
HP:0003549	Abnormality of connective tissue	346007	EYS
HP:0003549	Abnormality of connective tissue	1954	MEGF8
HP:0003549	Abnormality of connective tissue	79813	EHMT1
HP:0003549	Abnormality of connective tissue	2006	ELN
HP:0011443	Abnormality of coordination	1130	LYST
HP:0011443	Abnormality of coordination	5230	PGK1
HP:0011443	Abnormality of coordination	1181	CLCN2
HP:0011443	Abnormality of coordination	55532	SLC30A10
HP:0011443	Abnormality of coordination	4361	MRE11
HP:0011443	Abnormality of coordination	7443	VRK1
HP:0011443	Abnormality of coordination	10518	CIB2
HP:0011443	Abnormality of coordination	9526	MPDU1
HP:0011443	Abnormality of coordination	80208	SPG11
HP:0011443	Abnormality of coordination	410	ARSA
HP:0011443	Abnormality of coordination	6575	SLC20A2
HP:0011443	Abnormality of coordination	445	ASS1
HP:0011443	Abnormality of coordination	7681	MKRN3
HP:0011443	Abnormality of coordination	2566	GABRG2
HP:0011443	Abnormality of coordination	6687	SPG7
HP:0011443	Abnormality of coordination	4729	NDUFV2
HP:0011443	Abnormality of coordination	124590	USH1G
HP:0011443	Abnormality of coordination	8913	CACNA1G
HP:0011443	Abnormality of coordination	3798	KIF5A
HP:0011443	Abnormality of coordination	79600	TCTN1
HP:0011443	Abnormality of coordination	283489	CHAMP1
HP:0011443	Abnormality of coordination	255928	SYT14
HP:0011443	Abnormality of coordination	9150	CTDP1
HP:0011443	Abnormality of coordination	2006	ELN
HP:0001120	Abnormality of corneal size	1605	DAG1
HP:0001120	Abnormality of corneal size	57167	SALL4
HP:0001120	Abnormality of corneal size	1123	CHN1
HP:0001120	Abnormality of corneal size	1414	CRYBB1
HP:0001120	Abnormality of corneal size	1421	CRYGD
HP:0001120	Abnormality of corneal size	10682	EBP
HP:0001120	Abnormality of corneal size	9150	CTDP1
HP:0001120	Abnormality of corneal size	2006	ELN
HP:0011492	Abnormality of corneal stroma	2778	GNAS
HP:0011492	Abnormality of corneal stroma	3949	LDLR
HP:0011486	Abnormality of corneal thickness	5130	PCYT1A
HP:0011486	Abnormality of corneal thickness	5148	PDE6G
HP:0011486	Abnormality of corneal thickness	346007	EYS
HP:0011486	Abnormality of corneal thickness	6295	SAG
HP:0011486	Abnormality of corneal thickness	64218	SEMA4A
HP:0011329	Abnormality of cranial sutures	112752	IFT43
HP:0011329	Abnormality of cranial sutures	8318	CDC45
HP:0011329	Abnormality of cranial sutures	6899	TBX1
HP:0011329	Abnormality of cranial sutures	10516	FBLN5
HP:0011329	Abnormality of cranial sutures	5932	RBBP8
HP:0011329	Abnormality of cranial sutures	4488	MSX2
HP:0011329	Abnormality of cranial sutures	1954	MEGF8
HP:0000682	Abnormality of dental enamel	10518	CIB2
HP:0000682	Abnormality of dental enamel	5932	RBBP8
HP:0000682	Abnormality of dental enamel	112752	IFT43
HP:0000682	Abnormality of dental enamel	9361	LONP1
HP:0000682	Abnormality of dental enamel	124590	USH1G
HP:0000682	Abnormality of dental enamel	2006	ELN
HP:0000682	Abnormality of dental enamel	2778	GNAS
HP:0000682	Abnormality of dental enamel	6899	TBX1
HP:0006292	Abnormality of dental eruption	1909	EDNRA
HP:0006292	Abnormality of dental eruption	9361	LONP1
HP:0006292	Abnormality of dental eruption	57492	ARID1B
HP:0006292	Abnormality of dental eruption	79813	EHMT1
HP:0006292	Abnormality of dental eruption	2778	GNAS
HP:0006292	Abnormality of dental eruption	23522	KAT6B
HP:0006482	Abnormality of dental morphology	5932	RBBP8
HP:0006482	Abnormality of dental morphology	112752	IFT43
HP:0006482	Abnormality of dental morphology	9361	LONP1
HP:0006482	Abnormality of dental morphology	118429	ANTXR2
HP:0006482	Abnormality of dental morphology	7341	SUMO1
HP:0006482	Abnormality of dental morphology	2006	ELN
HP:0011061	Abnormality of dental structure	7681	MKRN3
HP:0011061	Abnormality of dental structure	112752	IFT43
HP:0011061	Abnormality of dental structure	9361	LONP1
HP:0011061	Abnormality of dental structure	124590	USH1G
HP:0011061	Abnormality of dental structure	2778	GNAS
HP:0011061	Abnormality of dental structure	6899	TBX1
HP:0011061	Abnormality of dental structure	10518	CIB2
HP:0011061	Abnormality of dental structure	5932	RBBP8
HP:0011061	Abnormality of dental structure	2006	ELN
HP:0011125	Abnormality of dermal melanosomes	1130	LYST
HP:0010995	Abnormality of dicarboxylic acid metabolism	4594	MUT
HP:0025033	Abnormality of digestive system morphology	5156	PDGFRA
HP:0025033	Abnormality of digestive system morphology	1123	CHN1
HP:0025033	Abnormality of digestive system morphology	8318	CDC45
HP:0025033	Abnormality of digestive system morphology	2189	FANCG
HP:0025033	Abnormality of digestive system morphology	9361	LONP1
HP:0025033	Abnormality of digestive system morphology	57492	ARID1B
HP:0025033	Abnormality of digestive system morphology	4261	CIITA
HP:0025033	Abnormality of digestive system morphology	3257	HPS1
HP:0025033	Abnormality of digestive system morphology	26873	OPLAH
HP:0025033	Abnormality of digestive system morphology	10516	FBLN5
HP:0025033	Abnormality of digestive system morphology	25913	POT1
HP:0025033	Abnormality of digestive system morphology	8516	ITGA8
HP:0025033	Abnormality of digestive system morphology	57697	FANCM
HP:0025033	Abnormality of digestive system morphology	10599	SLCO1B1
HP:0025033	Abnormality of digestive system morphology	6531	SLC6A3
HP:0025033	Abnormality of digestive system morphology	80270	HSD3B7
HP:0025033	Abnormality of digestive system morphology	9652	TTC37
HP:0025033	Abnormality of digestive system morphology	1536	CYBB
HP:0025033	Abnormality of digestive system morphology	6660	SOX5
HP:0025033	Abnormality of digestive system morphology	4645	MYO5B
HP:0025033	Abnormality of digestive system morphology	613	BCR
HP:0025033	Abnormality of digestive system morphology	118429	ANTXR2
HP:0025033	Abnormality of digestive system morphology	2778	GNAS
HP:0025033	Abnormality of digestive system morphology	79600	TCTN1
HP:0025033	Abnormality of digestive system morphology	6899	TBX1
HP:0025033	Abnormality of digestive system morphology	3908	LAMA2
HP:0025033	Abnormality of digestive system morphology	126792	B3GALT6
HP:0025033	Abnormality of digestive system morphology	57167	SALL4
HP:0025033	Abnormality of digestive system morphology	10084	PQBP1
HP:0025033	Abnormality of digestive system morphology	283489	CHAMP1
HP:0025033	Abnormality of digestive system morphology	79719	AAGAB
HP:0025033	Abnormality of digestive system morphology	1908	EDN3
HP:0025033	Abnormality of digestive system morphology	6049	RNF6
HP:0025033	Abnormality of digestive system morphology	51128	SAR1B
HP:0025033	Abnormality of digestive system morphology	79813	EHMT1
HP:0025033	Abnormality of digestive system morphology	56262	LRRC8A
HP:0025033	Abnormality of digestive system morphology	2006	ELN
HP:0025033	Abnormality of digestive system morphology	7128	TNFAIP3
HP:0025033	Abnormality of digestive system morphology	9184	BUB3
HP:0025033	Abnormality of digestive system morphology	23522	KAT6B
HP:0025033	Abnormality of digestive system morphology	23534	TNPO3
HP:0025033	Abnormality of digestive system morphology	5119	CHMP1A
HP:0025032	Abnormality of digestive system physiology	8318	CDC45
HP:0025032	Abnormality of digestive system physiology	57492	ARID1B
HP:0025032	Abnormality of digestive system physiology	4261	CIITA
HP:0025032	Abnormality of digestive system physiology	55532	SLC30A10
HP:0025032	Abnormality of digestive system physiology	26873	OPLAH
HP:0025032	Abnormality of digestive system physiology	10516	FBLN5
HP:0025032	Abnormality of digestive system physiology	80208	SPG11
HP:0025032	Abnormality of digestive system physiology	6496	SIX3
HP:0025032	Abnormality of digestive system physiology	10599	SLCO1B1
HP:0025032	Abnormality of digestive system physiology	6531	SLC6A3
HP:0025032	Abnormality of digestive system physiology	80270	HSD3B7
HP:0025032	Abnormality of digestive system physiology	445	ASS1
HP:0025032	Abnormality of digestive system physiology	4594	MUT
HP:0025032	Abnormality of digestive system physiology	6660	SOX5
HP:0025032	Abnormality of digestive system physiology	6687	SPG7
HP:0025032	Abnormality of digestive system physiology	4645	MYO5B
HP:0025032	Abnormality of digestive system physiology	613	BCR
HP:0025032	Abnormality of digestive system physiology	4729	NDUFV2
HP:0025032	Abnormality of digestive system physiology	10892	MALT1
HP:0025032	Abnormality of digestive system physiology	8913	CACNA1G
